Caste,subcastes,source
AYYAR,"['GURKAL', 'PRAGASARANAM', 'DASINGAR', 'AYYAR', 'KURUKAL', 'IYYAR', 'TENKALAI']",MF
AYYARAKA,['AYYARAKA'],JEEVANSATHI
BAARAJU,['BAARAJU'],MF
BADAGAR,['BADAGAR'],GOV
BADAIK,['BADAIK'],GOV
BADASUDA,['BADASUDA'],GOV
BADHBHUJA,"['BHUNJWA', 'BADHBHUJA', 'BHURJI', 'DHOORI', 'DHURI']",GOV
BADHI,"['BADHI', 'NAGALU']",GOV
BADI,"['GAINAY', 'KAMI', 'BADDON', 'BADI', 'DAMAI', 'SARKI']",GOV
BADIA,['BADIA'],GOV
BADIGAR,"['VISHWAKARMA', 'BADIGAR']",MF
BADWA,"['JAGA', 'RAO JACHAK', 'BHAT', 'BADWA']",GOV
BAFAN,['BAFAN'],GOV
BAGARIA,"['BAGRI', 'BAGRIA', 'BAGDI', 'BAGARIA']",GOV
BAGATA,['BAGATA'],GOV
BAGDI,"['NODA', 'BAGDI', 'PHULAKATAMALI', 'DARATIA', 'MACHUA', 'SUNDI', 'BAGTI']",MF_JEEVANSATHI
BAGGARU,['BAGGARU'],GOV
BAGHBAN,"['BAGHBAN', 'BAGWAN', 'BAGBAN']",GOV
BAGHETI,"['BAGHUTI', 'BAGHETI']",GOV
BAHACH HANJIE & SHIKARA WALLAS,['BAHACH HANJIE & SHIKARA WALLAS'],GOV
BAHNA,"['BAHNA', 'BAHANA']",GOV
BAHTI,['BAHTI'],GOV
BAHURUPI,['BAHURUPI'],GOV
BAIDYA,['BAIDYA'],JEEVANSATHI
BAIGA,['BAIGA'],GOV
BAIJARA,['BAIJARA'],GOV
BAILAPATAR,"['BAILAPATAR', 'BILAPATAR', 'BAILPATAR']",GOV
BAIPARI,['BAIPARI'],GOV
BAIRAGI,"['BAVANI', 'BYARAGI', 'SWAMI', 'BAIRA', 'VAISHNO', 'BAVA', 'RATHORE', 'POWAR', 'BAIRAGI', 'BAVAJI', 'BARAGI', 'BAREGI', 'BAHARI', 'GILL', 'MAHANT']",MF
BAIRWA,"['BERWA', 'BAIRWA']",JEEVANSATHI
BAISHNAB,"['BAISHNAB', 'BAISNAB']",JEEVANSATHI
BAISHYA KAPALI,['BAISHYA KAPALI'],JEEVANSATHI
BAISTAMBA,"['UPADHYAY', 'BAISTAMBA']",MF
BAJAKAS,['BAJAKAS'],MF
BAJANIA,"['BAJANIA', 'BAJANIYA', 'BAJENIA']",GOV
BAJANTRI,"['KSHWRIKA', 'BAJANTRI']",MF_JEEVANSATHI
BAJIGAR,"['BAJIKAR', 'BAJGAR', 'BAJIGAR']",GOV
BAJIR,['BAJIR'],MF
BAKAD,"['BAKAD', 'BANT']",GOV
BAKADRA,['BAKADRA'],GOV
BAKARWAL,['BAKARWAL'],GOV
BAKHO,['BAKHO'],GOV
BAKSHI,"['SAMEJA', 'BAKSHI', 'BAROT', 'VANAND', 'BAVAJI', 'NODI', 'BAKSHI PANCH']",MF
BAKUDA,['BAKUDA'],GOV
BALAGAI,['BALAGAI'],GOV
BALAGIGA,"['SUNNAKAIL', 'BALAGIGA']",MF
BALAHI,"['BALAI', 'BALAHI']",GOV
BALASANTHU,"['BALASANTHOSHI', 'BAHURUPI', 'BALASANTHU']",GOV
BALIGAR,['BALIGAR'],MF
BALIJA,"['DASA BANAJIGA', 'SETTY BALIJA', 'CHEEMALA', 'TELUGA BANAJIGA', 'GAZULA', 'BALE BALAJIGA', 'NAIKA', 'CHINNKAPU', 'BALIJA', 'PALAGIRI', 'SETTIBALIJA', 'MUTRASI', 'BHOGAM', 'MATRACHA', 'SETTI', 'DUDEKULA', 'KUDARI', 'MUNNAR', 'TELAGA', 'JANAPPAN', 'KALAVANTHI TELAGA BALIJA', 'KASBAN', 'PERIKI', 'BANAJIGA', 'BALEGARA', 'SETTY BANAJIGA', 'BANDARI', 'SETTIVARI', 'POKANTI', 'GAJULA BALIJA', 'NAIDU', 'TELUGA', 'MANNUR', 'LINGAYAT BALEGALA', 'BALESHETTARU', 'CETTIBALIJA', 'BALAJIGA']",MF_JEEVANSATHI
BALMIKI,"['SOHATA', 'CHURA', 'BALMIKI', 'BHANGI', 'RAMDASI', 'SOBAT', 'CHUHRA', 'CHUHRE']",MF
BALTI,['BALTI'],GOV
BAMAN,"['BAMAN', 'SAMRATH']",MF
BANCHADA,['BANCHADA'],GOV
BANDARA,"['BANDARAM', 'BANDARA', 'ANDI']",GOV
BANDARI NAIK,"['TINSMITH', 'BANDARI NAIK', 'BLACKSMITH']",GOV
BANDHARI,"['BANDARI', 'BANDHARI']",GOV
BANDHELA,['BANDHELA'],GOV
BANDI,['BANDI'],GOV
BANGALI,"['CHASA', 'HELA', 'BENGALI', 'BANGALI']",MF
BANGI,"['KHAKROB', 'BANGI', 'BHANGI']",GOV
BANGSHI,['BANGSHI'],GOV
BANIA,"['VAISNAV', 'MAHESHWARI', 'BANIA']",SHADI_JEEVANSATHI
BANIK,"['BANIK', 'GANDHABANIK', 'DESASHRAM']",MF_JEEVANSATHI
BANNA,['BANNA'],GOV
BANNSA,"['GARG', 'BANNSA']",MF
BANPAR,['BANPAR'],GOV
BANSHI BARMAN,['BANSHI BARMAN'],GOV
BANSI,['BANSI'],GOV
BANSPHOR,"['BASOR', 'BANSPHOR', 'BASPHOR', 'BANSPHOD']",GOV
BANT,['BANT'],GOV
BANTAR,['BANTAR'],GOV
BANWARI,['BANWARI'],MF
BAORI,"['CHOUKIDA', 'BAORI']",MF
BAPHAN,['BAPHAN'],MF
BARAD,['BARAD'],GOV
BARAGI,"['BAIRAGI', 'BARAGI']",GOV
BARAHAR,"['BASOD', 'BARAHAR']",GOV
BARAI,"['TOMBOLI', 'WAARAI', 'BARI', 'WARI', 'TAMBOLI', 'BARAI TAMBOLI', 'BARAI', 'TAMBOLI KUMAVATT', 'TAMOLI', 'KUMAVATT', 'TARBOLI', 'KUMAVAT']",JEEVANSATHI
BARAR,"['BARAR', 'BARWALA', 'BURAR', 'BERAR']",GOV
BARDA,['BARDA'],GOV
BARGI,"['BIRGI', 'BARGI', 'VARGI']",GOV
BARGUNDA,['BARGUNDA'],GOV
BARHAI,"['SHARMA', 'MISTRY', 'RAMGARHIA', 'KUNDER', 'VISHWAKARMA', 'DHIMAN', 'VISWAKARMA', 'GARG', 'BADHAI', 'BARHAI', 'SUTAR', 'KHATI', 'MALVIA', 'SUTHAR']",MF
BARI,"['BARAI', 'BARI']",MF_JEEVANSATHI
BARIA,"['BARIA', 'KOLI BARIA']",JEEVANSATHI
BARIJI,"['TAMALI', 'BARUI TAMBULI', 'BARIJI']",GOV
BARIKA,"['BARIK', 'NAI', 'NAPIT', 'BARIKI', 'BARIKA', 'BHANDARI', 'SATAGHARIA']",GOV
BARJUBI,['BARJUBI'],GOV
BARMANS,['BARMANS'],GOV
BAROI,['BAROI'],GOV
BAROT,"['GADHAVI', 'GADHVI', 'BAROT VAHIVANCHA CHARAN', 'BAROT']",GOV
BARRA,"['BARRA', 'BERRER']",GOV
BARUI,"['BARUIJIBI', 'BARUI']",GOV
BARUJIBI,['BARUJIBI'],GOV
BARWALA,['BARWALA'],GOV
BARWAR,['BARWAR'],GOV
BASDEWA,"['BASDEWA', 'VASUDEVA']",GOV
BASNI,"['BOSNI', 'BASNI']",GOV
BASOR,"['BURUD', 'BASOR', 'BANSOR', 'BASHOR', 'BANSODI', 'BASOD', 'BANSPHOR', 'BANSAL', 'BASAR']",GOV
BATA,"['HESI', 'BATA', 'HENSI']",GOV
BATEHDA,"['BATTU TURKAS', 'BATTERA', 'BATHADA', 'BATERA', 'BATEHDA']",GOV
BATHAL,"['BATHAL', 'BATTAL', 'BATTER', 'BATTAR']",GOV
BATHUDI,['BATHUDI'],GOV
BATTERA,['BATTERA'],GOV
BATWAL,"['BARWALA', 'BATWAL']",GOV
BAURI,"['CHASHA', 'PATHURIYA', 'BAURIA', 'BAURI', 'BAWARIA', 'BAULIYA', 'MALLABHUMIA', 'DASIA BAURI', 'BUNA BAURI', 'CHASA', 'DULIA']",MF
BAUTI,['BAUTI'],GOV
BAVACHA,"['BAMCHA', 'BAVACHA']",GOV
BAVASAR,['BAVASAR'],MF
BAVASARKSHATRIYA,"['DARJE', 'BAVASARKSHATRIYA']",MF
BAVRI,"['BAVRI', 'BAVURI', 'BAORI']",GOV
BAWA,"['BAWA-DEDH', 'DEDH-SADHU', 'BAWA']",MF
BAWAJI,"['NIMAVAT', 'BAWAJI', 'GOSAWMI', 'NATH', 'BAVAJI', 'BAKSHI PANCH']",MF
BAWARIA,"['DABLA', 'BAWARIA', 'BAWRIA', 'BAURIA']",MF
BAWTAR,['BAWTAR'],GOV
BAYAR,"['BARWAR', 'BAYAR']",MF
BAYEN,"['BAJUNIA', 'BAYEN']",MF
BAZIGAR,"['KALANDAR', 'JOGI', 'BADHAI', 'BAZIGAR', 'NAT']",MF
BEDA,['BEDA'],GOV
BEDA JANGAM,"['BEDA JANGAM', 'BUDGA JANGAM']",GOV
BEDARU,"['NAIKWADI', 'PALEGAR', 'RAMOSHI', 'BARGI', 'PARIVARA NAYAKA', 'URS NAYAKA', 'BENDAR', 'PARIVARA', 'TALWAR', 'BYADA', 'BERAD', 'VALIMIKI', 'BOYA', 'HIRSHIKARI', 'BEDAR', 'BARKI', 'NAIKAMAKKALU', 'TALAWARA', 'MYASA NAYAKA', 'VALMIKIMAKKALUM VEDAN', 'BEPAR', 'BEDARU']",GOV
BEDIA,"['BEDIA', 'BEJIA', 'BEDDI', 'BERIA']",GOV
BEHNA,"['BEHNA', 'HANAFI', 'SIDDIQUI']",MF
BELAMA,['BELAMA'],GOV
BELAVVA,"['PUJARI', 'BELAVVA']",MF
BELLARA,['BELLARA'],GOV
BENAYAT,"['GOUDA', 'MUNDA', 'CHAKULIA', 'BENAYAT', 'SATAGHARIA', 'SUKULIA']",MF
BENTKAR,['BENTKAR'],GOV
BERAD,"['BERAD', 'BEDAR NAIKWADI TALWAR WALMIKI']",MF
BERIA,['BERIA'],GOV
BESTHA,"['MATESHP', 'BESTI', 'BESHTAR', 'CHEEMALA', 'SELLA', 'BESTALLU', 'SIVIAR', 'NAIKA', 'BESTA', 'BUNDE-BESHTA', 'PUJARI', 'BESTHA', 'SANCHALUWADDAR', 'YADAV', 'BESTER', 'SAYED', 'KUDARI', 'MOGERU', 'JALARU', 'JALARI', 'POKANTI', 'VALMIKI', 'DASAI']",MF
BETA,"['BETA', 'HENSI', 'HANSI', 'HASI']",GOV
BETA HENSI,"['HESI', 'BETA HENSI']",GOV
BETKAR,['BETKAR'],GOV
BHAAT,"['BHATRAJ', 'BOHROT', 'BHATRAJU', 'BHAAT']",GOV
BHADBHUNJA,"['BHURANJI', 'BHURJI', 'BHURJAWA', 'BHUJWA', 'BHARADBHUNGA', 'BHADBHUNJA', 'BHUNJ']",GOV
BHAINA,"['BHAINA', 'RAM']",MF
BHAJANTRI,['BHAJANTRI'],MF_JEEVANSATHI
BHAJIR,['BHAJIR'],MF
BHAKTA,['BHAKTA'],MF
BHALDAR,['BHALDAR'],GOV
BHALIA,['BHALIA'],GOV
BHAMBI,"['CHAMBHAR', 'MOCHI', 'RANIGAR', 'MACHIGAR', 'MUCHI', 'BHAMBHI', 'ROHIT', 'CHAMAR', 'NONA', 'KHALPA', 'KAMATI MOCHI', 'CHAMAR-RAVIDAS', 'SATNAMI', 'NALIA', 'PARDESHI CHAMAR', 'CHAMGAR', 'BHAMBI', 'HARALAYYA', 'ASADARU', 'MADAR', 'TELEGU MOCHI', 'ASODI', 'CHAMARI', 'HARALI', 'ROHIDAS', 'MADIG', 'SAMAGARA', 'SURJYARAMNAMI', 'SURJYABANSHI', 'MOCHIGAR', 'CHAMADIA', 'CHARMAKAR', 'RAMNAMI', 'SAMGAR', 'TELUGU MOCHI']",GOV
BHAMTA,"['UCHALE', 'WADDAR', 'BHAMTA', 'UCHILLIAN', 'PATHRUT', 'BHAMPTA', 'GIRNI', 'PARDESHI', 'TAKARI', 'PARADESHI', 'BHAMTI', 'PARDESHI BHAMTA', 'BHOMPTRA', 'KAMATI', 'GHANTICHORE']",GOV
BHANBHUNIYA,['BHANBHUNIYA'],MF
BHAND,['BHAND'],MF
BHANDARI,"['KSHWRIKA', 'RADHI', 'NAIK', 'NAPITA', 'BHANDARI', 'SATAGHARIA', 'CHASA']",MF_SHADI
BHANJA PURAN,['BHANJA PURAN'],GOV
BHANJRA,"['BHANJRA', 'BHANJRE']",GOV
BHANTA,['BHANTA'],GOV
BHANUMATI,['BHANUMATI'],GOV
BHANUSHAIL,"['KACHHI', 'BHANUSHAIL']",MF
BHAR,"['RAJBHAR', 'BHAR', 'RAI', 'RAY']",MF
BHARADI BALASANTOSHI,"['DAVARI GOSAVI', 'KINGGRIWALE', 'NATH JOGI', 'NATH BAVA', 'NATH PANDHI', 'BHARADI BALASANTOSHI']",GOV
BHARAIK,['BHARAIK'],GOV
BHARATHAR,"['BHARATHAR', 'PARAVAN']",GOV
BHARBHOOJA,"['BHARBHUJA', 'KANU', 'BHARBHOOJA']",MF
BHARBHUNJA,"['BHURJI', 'BHARBHUJA', 'BHARBHURIA', 'BHARBHUNJA', 'BHARBHOOJA', 'BHARBUNHA']",GOV
BHARDI,"['BHARGI', 'BHARDI']",GOV
BHARIA BHUMIA,"['BHARIA BHUMIA', 'PALIHA', 'BHUMIYA', 'PANDO', 'BHARIA', 'BHUINHAR BHUMIA']",GOV
BHARUD,"['BHAROOD', 'DHANKAR', 'BHARUD', 'DHANGAR', 'YADAV']",MF
BHARWAD,"['MOTA BHAI', 'GOLTAR', 'BHARVAD', 'MOTABHAI', 'GADARIA', 'NANABHAI', 'DHANGAR', 'LAKHA', 'BHARWAD', 'CHOTABHAI']",GOV
BHASKAR,['BHASKAR'],GOV
BHAT,"['BHATTA', 'BHATT', 'BHAT', 'MIRASI', 'DARPI', 'BHATRA', 'SHARMA', 'RAMIYA', 'ACHARYA']",MF
BHAT CHARAN SAWLI,"['SUTIYA RAV JASONDHI MARU-SONIA', 'BHAT CHARAN SALWI', 'BHAT CHARAN SAWLI']",GOV
BHAT RAJU,"['MUTHU RAJA', 'BHAT RAJU']",GOV
BHATA,['BHATA'],GOV
BHATERA,"['YOGI', 'BHATERA']",MF
BHATHIARA,"['BHATIARA', 'BHATIYARA', 'BHATHIARA']",GOV
BHATTA,['BHATTA'],GOV
BHATTI,['BHATTI'],MF
BHATTRA,['BHATTRA'],GOV
BHATTU,"['CHATTTU', 'BHATTU']",GOV
BHATUA,['BHATUA'],GOV
BHATUS,['BHATUS'],GOV
BHAVIN,['BHAVIN'],GOV
BHAWASAR,['BHAWASAR'],GOV
BHEDKUT,"['MANESH', 'BHEDKUT']",GOV
BHIL,"['BHILALA', 'BHIL GARASIA', 'MEENA', 'PAWRA', 'VASAVE', 'BHIL', 'DHOLI BHIL', 'DHOLIBHIL', 'TADVI BHIL', 'RAWAL BHIL', 'PATELIA', 'BARELA', 'DUNGRI BHIL', 'VASAVA', 'MEWASI BHIL', 'GAMETIA', 'BHAGALIA', 'DUNGRI GARASIA']",MF_JEEVANSATHI
BHIL MEENA,"['BHIL MINA', 'BHIL MEENA']",GOV
BHISTI,"['SAQQA-BHISTI', 'BHISHTI', 'BHISTI-ABBASSI', 'PAKHALI', 'BHISTI', 'BHISHTI-ABBASI']",MF
BHOEP,['BHOEP'],MF
BHOGTA,['BHOGTA'],GOV
BHOI,"['BHOI', 'MALHAR', 'TARU-NAVADI', 'DHEEWAR BHOI', 'DHIWAR', 'BOI', 'KHADI BHOI', 'MACHWA', 'PALWAR BHOI', 'MACHHINDRA BHOI', 'KIRAT BHOI', 'PALEWAR MACHHENDRA', 'ZINGA BHOI', 'BHANARA BHOI', 'BHOIRAJ', 'SHRIMALI BHO', 'BHOI-NAVADI', 'KEVAT BHOJ', 'MALHAV', 'GADIA KAHARE', 'DHIMAR', 'DHIWAR BHOI', 'JATIA', 'NAVADI', 'KHARE BHOI', 'KAHAR', 'SAHARA', 'RAJ BHOI', 'DHEVRA', 'GADHAV BHOI', 'KEWAT', 'DHEEWAR', 'MANZI', 'KAHAR BHOI', 'KIRAT', 'PARDESHI BHOI', 'DHURIA KAHAR']",MF
BHOKTA,"['BHOGTA', 'BHOKTA']",GOV
BHOPA,['BHOPA'],GOV
BHORU,['BHORU'],MF
BHOT,"['BHOT', 'BODH']",GOV
BHOTTADA,"['BHOTTADA', 'DHOTADA']",GOV
BHOVI,"['VARDDAR', 'WADDA', 'OD', 'ODDE', 'WADDAR', 'DASARLI', 'BHOVI', 'VADDA', 'VADDAR', 'VODDAR', 'GANGEMATA', 'WODDAR']",MF_JEEVANSATHI
BHOYAR,['BHOYAR'],JEEVANSATHI
BHRHMI,['BHRHMI'],GOV
BHUHALIA,"['LOHAR', 'BHUHALIA']",GOV
BHUHALIA LOHAR,['BHUHALIA LOHAR'],GOV
BHUINMALI,"['BHUINMALI', 'MALI']",GOV
BHUIYA,"['BHUIYA', 'BHUYAN']",GOV
BHUJEL,['BHUJEL'],GOV
BHUJWA,"['VERMA', 'BHUJWA']",MF
BHULIYA,['BHULIYA'],GOV
BHUMIA,['BHUMIA'],GOV
BHUMIHAR,"['BHUIYAR', 'BHUMIHAR', 'PANDEY', 'MISHRA', 'BHUIHAR']",MF_SHADI
BHUMIJ,"['ORIYAMUNDA', 'RADHI', 'BHUMIJ', 'BHUMIJA', 'BUMIJ']",GOV
BHUNJIA,['BHUNJIA'],GOV
BHURJI,"['MATHUR', 'BHURJI', 'GUPTA', 'KANDU', 'BHARBHUJA', 'BHOOJ', 'SAXENA', 'BHARBHUNJA', 'BHUJ']",MF
BHURTIYA,"['BHURTIYA BHUTIYA', 'BHURTIYA', 'BHUTIYA']",GOV
BHUTE,"['BHOPE', 'BHUTE']",GOV
BHUTIA,['BHUTIA'],GOV
BHUYAN,['BHUYAN'],MF
BIAR,"['BIYAR', 'VAISHNO', 'BIAR']",MF
BIDAKIA,['BIDAKIA'],GOV
BILLALA,['BILLALA'],GOV
BILLAVA,"['PUJARI', 'BILLAVA']",MF_SHADI_JEEVANSATHI
BIN,['BIN'],GOV
BINAPATTA,['BINAPATTA'],GOV
BIND,['BIND'],GOV
BINDLA,['BINDLA'],GOV
BINEDHANIES,['BINEDHANIES'],GOV
BINGI,['BINGI'],GOV
BINJHIA,"['BINJHAL', 'BINJHOA', 'BINJIA', 'BINJHIA']",GOV
BINJHWAR,"['MESHRAM', 'BINJWAR', 'BINJHWAR']",GOV
BIRHAR,['BIRHAR'],GOV
BIRHOR,['BIRHOR'],GOV
BIRHUL,"['BIRHUL', 'BIRHOR']",GOV
BIRJHIA,"['BIRJHIA', 'BIRJIA']",GOV
BISHNOI,"['BAISHNOI', 'BISHNOI']",MF_JEEVANSATHI
BISHNUPRIYA MANIPURI,['BISHNUPRIYA MANIPURI'],GOV
BISSOY-BARANGI JODIA,"['PENGAJODIA', 'FRANGI', 'SODOJODIA', 'DADUVA', 'BENNANGI', 'HOLLAR', 'PARANGA', 'KONDE', 'TAKOARA', 'KOLLAI', 'BISSOY-BARANGI JODIA', 'JHORIYA']",GOV
BIYAR,['BIYAR'],GOV
BODO,['BODO'],GOV
BOGADA,"['BOGADA', 'BOGAD', 'BOGADI']",GOV
BOHRA,['BOHRA'],MF
BOLA,['BOLA'],GOV
BOLODHIA,['BOLODHIA'],GOV
BONDILI,"['BONDIL', 'BONDILI']",JEEVANSATHI
BONDO,"['BONDO PORAJA', 'BONDO']",GOV
BORO KACHARIS,['BORO KACHARIS'],GOV
BOT,"['BOTO', 'BOT']",GOV
BOTHULA,['BOTHULA'],MF
BOWRI,['BOWRI'],GOV
